Run,Event,Lumi,pt1,eta1,phi1,Q1,pt2,eta2,phi2,Q2,M
281693,167337268,87,72.87389,-1.8662109,-1.8896484,1,30.456594,-1.6557617,1.6669922,-1,92.73513
281693,165800760,87,38.55094,0.56518555,-0.44049072,1,32.2532,-0.99609375,2.7441406,-1,93.113495
281693,166255702,87,43.247166,0.040512085,0.68481445,1,43.034782,0.49371338,-2.621582,-1,88.22125
281693,166127219,87,50.691414,-0.7548828,2.4941406,1,39.332176,-0.50439453,-0.51452637,-1,89.81001
281693,167022650,87,45.329998,-2.1992188,0.6097412,-1,43.02391,-1.7902832,-2.487793,1,90.15585
281693,166267936,87,42.30725,2.3544922,-0.961792,1,38.483826,1.2324219,2.2167969,-1,93.72625
281693,166393384,87,48.581314,-2.2700195,-0.030467987,1,43.958176,-2.040039,-2.9179688,-1,92.29614
281693,166835000,87,40.492245,-1.9353027,-0.52612305,1,35.396748,-0.7342529,2.3105469,-1,89.04692
281693,166521865,87,53.754368,2.3583984,0.7429199,-1,49.152264,2.2353516,-2.4399414,1,102.97709
281693,167088809,87,46.09844,-0.5037842,-2.2041016,1,30.289043,0.67663574,0.5175781,-1,86.74548
281693,166873317,87,68.99364,-0.73461914,2.890625,-1,30.678474,-1.2485352,-0.21813965,1,95.05617
281693,165952932,87,66.06444,0.2508545,2.3046875,1,38.417465,-0.19970703,-1.3027344,-1,100.67429
281693,166825664,87,40.09852,1.5385742,-0.27404785,-1,39.77534,0.45794678,2.913086,1,91.80094
281693,166106519,87,46.855946,-0.7420654,-0.3955078,1,42.462543,-1.1948242,2.7495117,-1,91.50619
281693,166427624,87,45.116096,-0.49127197,1.4084473,-1,35.330734,0.50549316,-1.6352539,1,89.88856
281693,166734134,87,47.040657,1.3139648,-2.7729492,1,39.379105,1.8027344,0.5875244,-1,88.1632
281693,166060873,87,52.582184,-0.098587036,2.8066406,1,30.841711,1.0146484,-0.51123047,-1,93.07416
281693,167475322,87,38.026615,-0.19284058,-1.8894043,-1,33.306694,-0.7883301,1.2041016,1,74.33595
281693,166457998,87,47.81421,0.052101135,-1.2219238,1,38.804672,-0.5805664,1.8935547,-1,90.488716
281693,167529577,87,46.159943,-2.0952148,-0.921875,-1,36.946606,-2.28125,2.4833984,1,82.2386
